 
 ~~~~~~~~~~~~~~~~~~~ ÖðÕíÈ«Æ«²î ~~~~~~~~~~~~~~~~~~~~
         Àï³Ì/m  µ÷Ç°¸ß³Ì/mm  µ÷Ç°Æ½Ãæ/mm  µ÷Ç°Ë®Æ½/mm  µ÷Ç°¹ì¾à/mm  µ¼Ïò¹ì  µ÷×ó¹ì¸ß/mm  µ÷ÓÒ¹ì¸ß/mm  µ÷×óÆ½Ãæ/mm  µ÷ÓÒÆ½Ãæ/mm   µ÷ºó¸ß³Ì/mm  µ÷ºóÆ½Ãæ/mm  µ÷ºóË®Æ½/mm  µ÷ºó¹ì¾à/mm  Éè¼Æ³¬¸ß/mm
      2970.039       -1.673        7.436        -.544         .022     ×ó         -1.237        -.693         .627         .605       -2.910        6.809           0.           0.       53.100
      2970.637       -1.934        7.735        -.444        -.256     ×ó          -.985        -.541         .910        1.166       -2.920        6.825           0.           0.       53.800
      2971.235       -2.030        7.596        -.333        -.500     ×ó          -.899        -.566         .755        1.255       -2.929        6.841           0.           0.       54.600
      2971.832       -2.151        7.388        -.278        -.600     ×ó          -.787        -.510         .531        1.131       -2.939        6.857           0.           0.       55.400
      2972.430       -2.178        7.070        -.123        -.500     ×ó          -.771        -.648         .198         .698       -2.948        6.873           0.           0.       56.100
      2973.027       -2.189        6.817        -.034        -.366     ×ó          -.769        -.735        -.072         .295       -2.958        6.888           0.           0.       56.900
      2973.625       -2.120        7.009         .188        -.112     ×ó          -.847       -1.036         .105         .217       -2.967        6.904           0.           0.       57.600
      2974.222       -1.800        6.966         .122         .522     ×ó         -1.177       -1.298         .046        -.476       -2.977        6.920           0.           0.       58.400
      2974.817       -1.473        6.899        -.203         .900     ×ó         -1.514       -1.311        -.036        -.937       -2.986        6.936           0.           0.       59.200
      2975.412        -.618        6.937        -.700        1.000     ×ó         -2.378       -1.678        -.014       -1.014       -2.996        6.952           0.           0.       60.000
      2976.006         .177        7.128       -1.252         .652     ×ó         -3.182       -1.929         .161        -.492       -3.005        6.967           0.           0.       60.700
      2976.601        1.049        7.428       -1.900         .600     ×ó         -4.064       -2.164         .445        -.155       -3.015        6.983           0.           0.       61.500
      2977.195        1.717        7.714       -2.402         .798     ×ó         -4.741       -2.339         .715        -.083       -3.024        6.999           0.           0.       62.200
      2977.790        2.424        8.289       -2.727        1.373     ×ó         -5.458       -2.731        1.274        -.099       -3.033        7.015           0.           0.       62.900
      2978.384        3.065        8.443       -3.003        1.500     ×ó         -6.108       -3.104        1.413        -.087       -3.043        7.030           0.           0.       63.800
      2978.979        3.208        8.438       -2.953        1.500     ×ó         -6.260       -3.307        1.392        -.108       -3.052        7.046           0.           0.       64.500
      2979.574        3.161        8.253       -2.703        1.600     ×ó         -6.223       -3.520        1.191        -.409       -3.062        7.062           0.           0.       65.200
      2980.168        3.094        7.728       -2.652        1.700     ×ó         -6.166       -3.514         .651       -1.049       -3.071        7.078           0.           0.       66.000
      2980.763        3.028        7.402       -2.404        1.900     ×ó         -6.109       -3.705         .309       -1.591       -3.081        7.093           0.           0.       66.800
      2981.357        2.845        7.221       -1.827        1.800     ×ó         -5.935       -4.108         .112       -1.688       -3.090        7.109           0.           0.       67.500
      2981.952        2.532        7.314       -1.501        1.401     ×ó         -5.632       -4.131         .189       -1.212       -3.100        7.125           0.           0.       68.300
      2982.546        2.141        7.264       -1.051         .951     ×ó         -5.250       -4.199         .124        -.827       -3.109        7.141           0.           0.       69.000
      2983.141        1.343        6.951       -1.050         .700     ×ó         -4.462       -3.412        -.205        -.906       -3.119        7.156           0.           0.       69.800
      2983.735         .710        6.713        -.800         .300     ×ó         -3.838       -3.038        -.459        -.759       -3.128        7.172           0.           0.       70.000
      2984.330         .587        6.728        -.500         .100     ×ó         -3.724       -3.224        -.460        -.560       -3.138        7.188           0.           0.       70.000
      2984.925         .254        7.080        -.325         .100     ×ó         -3.401       -3.076        -.124        -.224       -3.147        7.204           0.           0.       70.000
      2985.519        -.019        7.607         .000         .300     ×ó         -3.137       -3.137         .388         .088       -3.156        7.219           0.           0.       70.000
      2986.114        -.556        8.146         .300         .351     ×ó         -2.610       -2.910         .911         .560       -3.166        7.235           0.           0.       70.000
      2986.708        -.868        8.584         .400         .700     ×ó         -2.307       -2.707        1.333         .633       -3.175        7.251           0.           0.       70.100
      2987.303       -1.425        8.676         .600         .800     ×ó         -1.760       -2.360        1.409         .609       -3.185        7.267           0.           0.       70.000
      2987.897       -1.540        8.785         .500         .449     ×ó         -1.655       -2.155        1.503        1.054       -3.194        7.282           0.           0.       70.000
      2988.492       -1.558        9.028         .526         .326     ×ó         -1.645       -2.172        1.730        1.403       -3.204        7.298           0.           0.       70.000
      2989.086       -2.033        9.347         .602         .302     ×ó         -1.175       -1.776        2.033        1.732       -3.208        7.314           0.           0.       70.000
      2989.681       -2.404        9.359         .877         .500     ×ó          -.805       -1.682        2.030        1.530       -3.209        7.330           0.           0.       70.000
      2990.276       -2.789        9.041        1.000         .600     ×ó          -.421       -1.421        1.695        1.096       -3.211        7.345           0.           0.       70.000
      2990.870       -2.961        8.364         .900         .273     ×ó          -.251       -1.151        1.003         .730       -3.212        7.361           0.           0.       70.000
      2991.465       -3.255        7.667         .798         .300     ×ó           .042        -.756         .290        -.010       -3.213        7.377           0.           0.       70.000
      2992.059       -3.264        7.276         .700         .555     ×ó           .049        -.651        -.116        -.671       -3.215        7.393           0.           0.       70.000
      2992.654       -3.483        7.231         .753        1.000     ×ó           .267        -.486        -.177       -1.177       -3.216        7.408           0.           0.       70.000
      2993.248       -3.633        7.145         .900        1.044     ×ó           .415        -.485        -.279       -1.324       -3.218        7.424           0.           0.       70.000
      2993.843       -3.540        7.044        1.000         .800     ×ó           .320        -.680        -.382       -1.182       -3.219        7.425           0.           0.       70.000
      2994.438       -3.601        6.894        1.000         .322     ×ó           .381        -.619        -.529        -.851       -3.221        7.423           0.           0.       70.000
      2995.032       -3.832        6.902         .900         .147     ×ó           .610        -.290        -.520        -.666       -3.222        7.421           0.           0.       70.000
      2995.627       -4.161        6.940         .900         .200     ×ó           .938         .038        -.479        -.679       -3.223        7.419           0.           0.       70.000
      2996.221       -4.306        6.893         .900         .200     ×ó          1.081         .181        -.524        -.724       -3.225        7.417           0.           0.       70.000
      2996.816       -4.428        6.844         .900         .279     ×ó          1.202         .302        -.571        -.849       -3.226        7.415           0.           0.       70.000
      2997.410       -4.557        6.712        1.054         .554     ×ó          1.330         .276        -.701       -1.255       -3.228        7.413           0.           0.       70.000
      2998.005       -4.781        6.649        1.229         .829     ×ó          1.552         .323        -.762       -1.591       -3.229        7.411           0.           0.       70.000
      2998.599       -4.985        6.558        1.400        1.200     ×ó          1.754         .354        -.851       -2.051       -3.230        7.409           0.           0.       70.000
      2999.194       -5.046        6.383        1.400        1.200     ×ó          1.814         .414       -1.023       -2.223       -3.232        7.407           0.           0.       70.000
      2999.789       -4.844        6.252        1.246        1.200     ×ó          1.611         .365       -1.153       -2.353       -3.233        7.405           0.           0.       70.000
      3000.383       -4.624        6.451        1.070        1.370     ×ó          1.389         .319        -.952       -2.322       -3.235        7.403           0.           0.       70.000
      3000.978       -4.296        6.995         .795        1.305     ×ó          1.059         .264        -.406       -1.711       -3.236        7.401           0.           0.       70.000
      3001.572       -4.129        7.374         .420        1.300     ×ó           .892         .472        -.024       -1.325       -3.238        7.399           0.           0.       70.000
      3002.167       -4.013        7.379        -.110        1.190     ×ó           .774         .885        -.018       -1.208       -3.239        7.397           0.           0.       70.000
      3002.761       -3.697        7.544        -.630        1.030     ×ó           .457        1.087         .149        -.881       -3.240        7.395           0.           0.       70.000
      3003.356       -3.660        7.716        -.900        1.205     ×ó           .418        1.318         .323        -.882       -3.242        7.393           0.           0.       70.000
      3003.950       -3.640        7.865        -.819        1.581     ×ó           .397        1.216         .474       -1.106       -3.243        7.391           0.           0.       70.000
      3004.545       -3.755        7.942        -.544        1.656     ×ó           .510        1.054         .553       -1.103       -3.245        7.389           0.           0.       70.000
      3005.140       -3.835        7.652        -.169        1.669     ×ó           .589         .758         .266       -1.403       -3.246        7.387           0.           0.       70.000
      3005.734       -3.974        7.112         .306        1.694     ×ó           .727         .420        -.273       -1.967       -3.247        7.385           0.           0.       70.000
      3006.329       -4.024        6.781         .781        1.519     ×ó           .775        -.006        -.601       -2.120       -3.249        7.382           0.           0.       70.000
      3006.923       -4.169        6.681        1.000        1.256     ×ó           .919        -.081        -.699       -1.956       -3.250        7.380           0.           0.       70.000
      3007.518       -4.201        6.331         .968        1.032     ×ó           .949        -.019       -1.047       -2.079       -3.252        7.378           0.           0.       70.000
      3008.112       -4.137        5.570         .593         .693     ×ó           .884         .291       -1.806       -2.499       -3.253        7.376           0.           0.       70.000
      3008.707       -3.885        5.216         .018         .118     ×ó           .630         .612       -2.158       -2.276       -3.254        7.374           0.           0.       70.100
      3009.301       -3.649        5.290        -.357        -.300     ×ó           .393         .750       -2.083       -1.782       -3.256        7.372           0.           0.       70.000
      3009.896       -3.078        5.491        -.500         .032     ×ó          -.179         .321       -1.879       -1.911       -3.257        7.370           0.           0.       69.900
      3010.491       -2.507        5.642        -.608         .408     ×ó          -.752        -.144       -1.726       -2.134       -3.259        7.368           0.           0.       70.000
      3011.085       -2.239        5.501        -.700         .517     ×ó         -1.021        -.321       -1.865       -2.382       -3.260        7.366           0.           0.       70.000
      3011.680       -1.917        5.306        -.800         .042     ×ó         -1.345        -.545       -2.058       -2.101       -3.262        7.364           0.           0.       70.000
      3012.274       -1.698        5.264        -.800        -.233     ×ó         -1.565        -.765       -2.098       -1.865       -3.263        7.362           0.           0.       69.900
      3012.869       -1.708        5.724        -.208        -.400     ×ó         -1.557       -1.348       -1.636       -1.236       -3.264        7.360           0.           0.       69.200
      3013.463       -1.593        5.945         .200        -.200     ×ó         -1.673       -1.873       -1.414       -1.214       -3.266        7.358           0.           0.       68.400
      3014.058       -1.422        5.848         .242         .100     ×ó         -1.845       -2.087       -1.507       -1.607       -3.267        7.356           0.           0.       67.700
      3014.653       -1.596        5.375         .433        -.134     ×ó         -1.672       -2.105       -1.979       -1.845       -3.269        7.354           0.           0.       66.800
      3015.247       -1.766        5.319         .491        -.300     ×ó         -1.504       -1.995       -2.032       -1.732       -3.270        7.352           0.           0.       66.100
      3015.842       -1.846        5.669         .616        -.116     ×ó         -1.425       -2.041       -1.680       -1.565       -3.271        7.350           0.           0.       65.400
      3016.436       -1.737        6.333         .882         .259     ×ó         -1.536       -2.418       -1.015       -1.274       -3.273        7.348           0.           0.       64.600
      3017.031       -1.771        6.975        1.131         .934     ×ó         -1.504       -2.635        -.371       -1.306       -3.274        7.346           0.           0.       63.800
      3017.625       -1.769        7.133        1.081        1.500     ×ó         -1.507       -2.587        -.211       -1.711       -3.276        7.344           0.           0.       63.100
      3018.220       -1.853        7.319         .930        1.485     ×ó         -1.424       -2.354        -.023       -1.508       -3.277        7.342           0.           0.       62.400
      3018.814       -2.185        7.362         .840        1.400     ×ó         -1.094       -1.934         .022       -1.378       -3.279        7.340           0.           0.       61.600
      3019.409       -2.417        7.740         .829        1.471     ×ó          -.863       -1.692         .403       -1.068       -3.280        7.338           0.           0.       60.800
      3020.003       -2.533        7.984         .789        1.721     ×ó          -.748       -1.537         .649       -1.073       -3.281        7.336           0.           0.       60.100
      3020.598       -2.755        7.767         .728        2.286     ×ó          -.527       -1.255         .434       -1.852       -3.283        7.334           0.           0.       59.300
      3021.193       -2.871        7.310         .517        2.239     ×ó          -.413        -.929        -.021       -2.260       -3.284        7.332           0.           0.       58.600
      3021.787       -2.920        6.777         .464        1.564     ×ó          -.366        -.829        -.553       -2.116       -3.286        7.329           0.           0.       57.800
      3022.382       -2.908        6.622         .377         .588     ×ó          -.379        -.755        -.705       -1.294       -3.287        7.327           0.           0.       57.000
      3022.976       -2.836        6.571         .313         .200     ×ó          -.452        -.765        -.754        -.954       -3.288        7.325           0.           0.       56.300
      3023.571       -2.754        6.541         .338        -.038     ×ó          -.536        -.874        -.782        -.744       -3.290        7.323           0.           0.       55.500
      3024.165       -2.680        6.426         .125         .163     ×ó          -.612        -.737        -.895       -1.058       -3.291        7.321           0.           0.       54.800
      3024.760       -2.716        5.931         .175         .200     ×ó          -.577        -.751       -1.388       -1.588       -3.293        7.319           0.           0.       54.000
      3025.354       -2.587        6.007         .024        -.088     ×ó          -.707        -.731       -1.310       -1.222       -3.294        7.317           0.           0.       53.300
      3025.949       -2.553        6.193         .137         .063     ×ó          -.743        -.880       -1.122       -1.185       -3.296        7.315           0.           0.       52.500
      3026.544       -2.648        6.353         .323         .438     ×ó          -.649        -.972        -.961       -1.399       -3.297        7.313           0.           0.       51.800
      3027.138       -2.782        6.421         .586         .600     ×ó          -.516       -1.103        -.890       -1.490       -3.298        7.311           0.           0.       51.000
      3027.733       -2.459        6.568         .711         .700     ×ó          -.841       -1.552        -.741       -1.441       -3.300        7.309           0.           0.       50.200
      3028.327       -2.146        6.818         .936         .700     ×ó         -1.155       -2.091        -.489       -1.189       -3.301        7.307           0.           0.       49.400
      3028.922       -1.902        7.128         .921         .700     ×ó         -1.401       -2.322        -.177        -.877       -3.303        7.305           0.           0.       48.700
      3029.516       -1.699        7.750         .870         .700     ×ó         -1.605       -2.476         .447        -.253       -3.304        7.303           0.           0.       48.000
      3030.111       -1.493        8.401         .910         .790     ×ó         -1.812       -2.722        1.100         .310       -3.305        7.301           0.           0.       47.200
      3030.706       -1.410        8.857         .735         .535     ×ó         -1.897       -2.632        1.558        1.024       -3.307        7.299           0.           0.       46.500
      3031.300       -1.233        9.307         .619         .600     ×ó         -2.075       -2.694        2.010        1.410       -3.308        7.297           0.           0.       45.700
      3031.895        -.920        9.399         .252         .516     ×ó         -2.390       -2.642        2.104        1.588       -3.310        7.295           0.           0.       45.000
      3032.489       -1.066        8.998         .117         .983     ×ó         -2.245       -2.362        1.706         .723       -3.311        7.293           0.           0.       44.100
      3033.084       -1.500        8.562        -.167         .900     ×ó         -1.812       -1.646        1.271         .371       -3.312        7.291           0.           0.       43.400
      3033.678       -1.838        8.166        -.184        1.142     ×ó         -1.476       -1.292         .877        -.265       -3.314        7.289           0.           0.       42.600
      3034.273       -1.944        8.016        -.235        1.283     ×ó         -1.371       -1.136         .729        -.554       -3.315        7.287           0.           0.       42.000
      3034.869       -2.176        7.627        -.094        1.106     ×ó         -1.140       -1.046         .342        -.764       -3.317        7.285           0.           0.       41.200
      3035.465       -2.353        7.229         .029         .800     ×ó          -.965        -.995        -.054        -.854       -3.318        7.283           0.           0.       40.400
      3036.062       -2.577        6.480        -.095         .400     ×ó          -.743        -.648        -.801       -1.201       -3.320        7.281           0.           0.       39.600
      3036.658       -2.628        6.176        -.148         .324     ×ó          -.693        -.544       -1.103       -1.427       -3.321        7.278           0.           0.       38.900
      3037.254       -2.618        6.403        -.101         .500     ×ó          -.704        -.603        -.874       -1.374       -3.322        7.276           0.           0.       38.100
      3037.851       -2.449        6.714         .122         .500     ×ó          -.875        -.997        -.561       -1.061       -3.324        7.274           0.           0.       37.400
      3038.447       -2.247        6.988         .446         .500     ×ó         -1.078       -1.524        -.285        -.785       -3.325        7.272           0.           0.       36.600
      3039.043       -2.181        6.736         .569         .000     ×ó         -1.146       -1.715        -.535        -.535       -3.327        7.270           0.           0.       35.900
      3039.640       -2.098        6.286         .692        -.308     ×ó         -1.230       -1.923        -.982        -.675       -3.328        7.268           0.           0.       35.100
      3040.236       -1.922        5.958         .731        -.700     ×ó         -1.407       -2.139       -1.308        -.608       -3.329        7.266           0.           0.       34.300
      3040.832       -1.989        6.010         .839        -.839     ×ó         -1.342       -2.180       -1.254        -.415       -3.331        7.264           0.           0.       33.600
      3041.428       -2.184        6.225        1.062        -.800     ×ó         -1.148       -2.210       -1.037        -.237       -3.332        7.262           0.           0.       32.800
      3042.025       -2.637        6.228        1.386        -.800     ×ó          -.697       -2.082       -1.032        -.232       -3.334        7.260           0.           0.       32.000
      3042.621       -3.022        6.106        1.418        -.991     ×ó          -.313       -1.731       -1.152        -.161       -3.335        7.258           0.           0.       31.300
      3043.217       -3.345        5.834        1.364       -1.068     ×ó           .009       -1.355       -1.422        -.355       -3.337        7.256           0.           0.       30.600
      3043.814       -3.658        5.709        1.455       -1.100     ×ó           .320       -1.135       -1.545        -.445       -3.338        7.254           0.           0.       29.800
      3044.410       -3.821        6.050        1.579        -.879     ×ó           .481       -1.097       -1.202        -.323       -3.339        7.252           0.           0.       29.100
      3045.006       -3.927        6.484        1.802        -.700     ×ó           .586       -1.216        -.766        -.066       -3.341        7.250           0.           0.       28.300
      3045.602       -3.851        6.631        1.775        -.675     ×ó           .509       -1.266        -.617         .058       -3.342        7.248           0.           0.       27.500
      3046.199       -3.595        6.517        1.497        -.700     ×ó           .252       -1.245        -.729        -.029       -3.344        7.246           0.           0.       26.800
      3046.795       -3.328        6.392        1.143        -.700     ×ó          -.017       -1.160        -.852        -.152       -3.345        7.244           0.           0.       26.000
      3047.391       -2.991        6.511         .790        -.500     ×ó          -.355       -1.145        -.731        -.231       -3.346        7.242           0.           0.       25.300
      3047.988       -2.764        7.111         .736        -.154     ×ó          -.584       -1.320        -.129         .025       -3.348        7.240           0.           0.       24.500
      3048.584       -2.489        7.940         .883        -.159     ×ó          -.861       -1.743         .702         .861       -3.349        7.238           0.           0.       23.700
      3049.180       -2.434        8.276         .929         .000     ×ó          -.916       -1.845        1.040        1.040       -3.351        7.236           0.           0.       23.000
      3049.776       -2.614        8.024        1.063         .112     ×ó          -.738       -1.801         .791         .679       -3.352        7.234           0.           0.       22.200
      3050.373       -2.974        7.913        1.011         .011     ×ó          -.379       -1.390         .682         .671       -3.354        7.231           0.           0.       21.500
      3050.969       -3.385        7.928        1.134         .000     ×ó           .030       -1.104         .699         .699       -3.355        7.229           0.           0.       20.700
      3051.565       -3.719        7.769        1.357         .043     ×ó           .362        -.995         .541         .499       -3.356        7.227           0.           0.       19.900
      3052.162       -4.044        7.467        1.481         .000     ×ó           .686        -.795         .242         .242       -3.358        7.225           0.           0.       19.100
      3052.758       -4.016        7.093        1.407        -.096     ×ó           .657        -.751        -.130        -.034       -3.359        7.223           0.           0.       18.400
      3053.354       -3.938        6.429        1.327        -.500     ×ó           .577        -.750        -.792        -.292       -3.361        7.221           0.           0.       17.600
      3053.950       -3.955        6.018        1.000        -.700     ×ó           .593        -.407       -1.201        -.501       -3.362        7.219           0.           0.       16.900
      3054.547       -3.938        6.163         .873        -.700     ×ó           .574        -.299       -1.054        -.354       -3.364        7.217           0.           0.       16.100
      3055.143       -3.605        6.707         .796        -.400     ×ó           .240        -.556        -.508        -.108       -3.365        7.215           0.           0.       15.400
      3055.739       -3.314        7.440        1.039        -.300     ×ó          -.052       -1.092         .227         .527       -3.366        7.213           0.           0.       14.600
      3056.336       -2.763        7.945        1.186        -.157     ×ó          -.605       -1.791         .734         .891       -3.368        7.211           0.           0.       13.800
      3056.932       -2.249        8.398        1.032        -.266     ×ó         -1.120       -2.152        1.189        1.455       -3.369        7.209           0.           0.       13.100
      3057.528       -2.010        8.352         .778        -.100     ×ó         -1.361       -2.140        1.145        1.245       -3.371        7.207           0.           0.       12.300
      3058.124       -2.316        8.607         .537        -.012     ×ó         -1.056       -1.593        1.402        1.415       -3.372        7.205           0.           0.       11.500
      3058.721       -2.408        9.106         .536         .164     ×ó          -.965       -1.501        1.903        1.739       -3.373        7.203           0.           0.       10.800
      3059.317       -2.375        9.650         .759         .300     ×ó         -1.000       -1.759        2.449        2.149       -3.375        7.201           0.           0.       10.100
      3059.913       -2.360        9.760        1.164         .600     ×ó         -1.017       -2.180        2.562        1.962       -3.376        7.199           0.           0.        9.200
      3060.510       -2.203        9.256        1.010         .795     ×ó         -1.175       -2.185        2.059        1.264       -3.378        7.197           0.           0.        8.600
      3061.106       -2.145        9.047         .856         .628     ×ó         -1.234       -2.090        1.852        1.224       -3.379        7.195           0.           0.        7.800
      3061.702       -2.185        9.059         .602         .700     ×ó         -1.195       -1.798        1.866        1.166       -3.381        7.193           0.           0.        7.000
      3062.298       -2.101        9.709         .223        1.126     ×ó         -1.280       -1.503        2.519        1.393       -3.382        7.191           0.           0.        6.300
      3062.895       -1.774       10.135        -.108        1.603     ×ó         -1.609       -1.501        2.947        1.344       -3.383        7.189           0.           0.        5.500
      3063.491       -1.553       10.000        -.559        1.720     ×ó         -1.831       -1.272        2.814        1.094       -3.385        7.186           0.           0.        4.700
      3064.087       -1.515        9.474       -1.113        1.544     ×ó         -1.871        -.758        2.289         .746       -3.386        7.184           0.           0.        4.000
      3064.684       -1.506        9.029       -1.433        1.300     ×ó         -1.883        -.450        1.847         .547       -3.389        7.182           0.           0.        3.200
      3065.280       -1.673        9.137       -1.500        1.290     ×ó         -1.706        -.206        1.957         .667       -3.379        7.180           0.           0.        2.500
      3065.876       -2.103        9.189        -.987        1.200     ×ó         -1.266        -.279        2.011         .811       -3.369        7.178           0.           0.        1.700
      3066.472       -2.646        9.136        -.464        1.000     ×ó          -.712        -.249        1.960         .960       -3.359        7.176           0.           0.        1.000
      3067.069       -3.289        8.687         .300         .700     ×ó          -.059        -.359        1.513         .813       -3.349        7.174           0.           0.         .200
      3067.665       -3.790        8.187         .500         .382     ×ó           .451        -.049        1.015         .632       -3.339        7.172           0.           0.         .000
      3068.261       -4.023        7.917         .600         .005     ×ó           .695         .095         .747         .741       -3.328        7.170           0.           0.         .000
      3068.858       -3.936        7.670         .772        -.643     ×ó           .617        -.154         .502        1.145       -3.318        7.168           0.           0.         .000
      3069.454       -4.186        7.554         .900       -1.000     ×ó           .878        -.022         .388        1.388       -3.308        7.166           0.           0.         .000
      3070.050       -4.258        7.354        1.025        -.975     ×ó           .960        -.066         .190        1.165       -3.298        7.164           0.           0.         .000
      3070.646       -4.308        7.637        1.202        -.498     ×ó          1.020        -.182         .475         .972       -3.288        7.162           0.           0.         .000
      3071.243       -4.494        7.860        1.379        -.021     ×ó          1.216        -.163         .700         .721       -3.278        7.160           0.           0.         .000
      3071.839       -4.497        8.146        1.500         .000     ×ó          1.229        -.271         .988         .988       -3.268        7.158           0.           0.         .000
      3072.435       -4.613        8.101        1.633        -.133     ×ó          1.355        -.278         .945        1.078       -3.258        7.156           0.           0.         .000
      3073.032       -4.545        8.250        1.810        -.519     ×ó          1.297        -.512        1.097        1.616       -3.248        7.154           0.           0.         .000
      3073.628       -4.598        8.506        2.087       -1.000     ×ó          1.361        -.726        1.354        2.354       -3.238        7.152           0.           0.         .000
      3074.224       -4.470        8.680        2.300       -1.400     ×ó          1.243       -1.057        1.531        2.931       -3.228        7.150           0.           0.         .000
      3074.820       -4.163        8.889        2.500       -1.700     ×ó           .946       -1.554        1.741        3.441       -3.218        7.148           0.           0.         .000
      3075.417       -3.673        8.639        2.500       -1.500     ×ó           .466       -2.034        1.493        2.993       -3.208        7.145           0.           0.         .000
      3076.013       -2.884        8.013        2.300       -1.500     ×ó          -.314       -2.614         .872        2.372       -3.197        7.141           0.           0.         .000
      3076.609       -2.492        7.517        1.829       -1.329     ×ó          -.695       -2.524         .381        1.710       -3.187        7.137           0.           0.         .000
      3077.206       -1.903        7.461        1.104        -.752     ×ó         -1.274       -2.378         .329        1.081       -3.177        7.132           0.           0.         .000
      3077.802       -1.314        7.517         .450        -.375     ×ó         -1.853       -2.303         .389         .764       -3.167        7.128           0.           0.         .000
      3078.398       -1.154        7.299        -.302        -.198     ×ó         -2.004       -1.702         .175         .373       -3.157        7.124           0.           0.         .000
      3078.994       -1.378        6.832        -.779        -.100     ×ó         -1.769        -.991        -.288        -.188       -3.147        7.119           0.           0.         .000
      3079.591       -1.648        6.528       -1.156        -.456     ×ó         -1.489        -.333        -.587        -.131       -3.137        7.115           0.           0.         .000
      3080.187       -1.996        6.320       -1.400       -1.132     ×ó         -1.131         .269        -.791         .341       -3.127        7.111           0.           0.         .000
      3080.783       -2.442        6.617       -1.300       -1.509     ×ó          -.675         .625        -.490        1.020       -3.117        7.106           0.           0.         .000
      3081.380       -2.396        7.130       -1.000       -1.600     ×ó          -.711         .289         .028        1.628       -3.107        7.102           0.           0.         .000
      3081.976       -2.202        7.450        -.537       -1.826     ×ó          -.895        -.358         .352        2.178       -3.097        7.097           0.           0.         .000
      3082.572       -2.880        7.384        -.060       -1.320     ×ó          -.207        -.147         .290        1.610       -3.087        7.093           0.           0.         .000
      3083.169       -3.502        7.373         .317        -.966     ×ó           .425         .108         .284        1.250       -3.077        7.089           0.           0.         .000
      3083.765       -3.781        7.568         .694        -.600     ×ó           .715         .021         .484        1.084       -3.066        7.084           0.           0.         .000
      3084.361       -3.799        7.584         .971        -.400     ×ó           .743        -.228         .504         .904       -3.056        7.080           0.           0.         .000
      3084.957       -4.043        7.455        1.248        -.600     ×ó           .997        -.251         .379         .979       -3.046        7.076           0.           0.         .000
      3085.554       -3.951        7.042        1.500       -1.049     ×ó           .915        -.585        -.030        1.019       -3.036        7.071           0.           0.         .000
      3086.150       -3.891        6.423        1.500       -1.601     ×ó           .865        -.635        -.644         .957       -3.026        7.067           0.           0.         .000
      3086.746       -4.167        5.709        1.500       -1.800     ×ó          1.151        -.349       -1.354         .446       -3.016        7.063           0.           0.         .000
      3087.343       -4.048        5.273        1.500       -1.700     ×ó          1.042        -.458       -1.785        -.085       -3.006        7.058           0.           0.         .000
      3087.939       -3.867        5.187        1.500       -1.600     ×ó           .871        -.629       -1.867        -.267       -2.996        7.054           0.           0.         .000
      3088.535       -3.889        5.150        1.400       -1.491     ×ó           .903        -.497       -1.899        -.408       -2.986        7.050           0.           0.         .000
      3089.131       -3.967        5.274        1.200        -.914     ×ó           .991        -.209       -1.771        -.857       -2.976        7.045           0.           0.         .000
      3089.728       -3.935        5.259         .900        -.237     ×ó           .969         .069       -1.781       -1.544       -2.966        7.041           0.           0.         .000
      3090.324       -4.117        5.378         .700         .100     ×ó          1.161         .461       -1.658       -1.758       -2.956        7.036           0.           0.         .000
      3090.920       -4.732        5.469         .800         .200     ×ó          1.786         .986       -1.563       -1.763       -2.946        7.032           0.           0.         .000
      3091.517       -5.061        5.963        1.093        -.100     ×ó          2.125        1.032       -1.065        -.965       -2.935        7.028           0.           0.         .000
      3092.113       -5.353        6.286        1.470        -.370     ×ó          2.427         .957        -.738        -.367       -2.925        7.023           0.           0.         .000
      3092.709       -5.362        6.241        1.800        -.453     ×ó          2.446         .646        -.778        -.325       -2.915        7.019           0.           0.         .000
      3093.305       -5.131        6.233        1.900        -.176     ×ó          2.226         .326        -.781        -.605       -2.905        7.015           0.           0.         .000
      3093.902       -4.894        6.409        1.799         .301     ×ó          1.999         .200        -.601        -.902       -2.895        7.010           0.           0.         .000
      3094.498       -4.671        6.910        1.322         .600     ×ó          1.786         .464        -.096        -.696       -2.885        7.006           0.           0.         .000
      3095.094       -4.407        7.514         .691         .755     ×ó          1.532         .841         .512        -.242       -2.875        7.002           0.           0.         .000
      3095.691       -4.158        7.802         .069         .669     ×ó          1.293        1.225         .805         .136       -2.865        6.997           0.           0.         .000
      3096.287       -3.997        7.740        -.308         .400     ×ó          1.142        1.451         .747         .347       -2.855        6.993           0.           0.         .000
      3096.883       -4.078        7.513        -.500         .115     ×ó          1.233        1.733         .525         .410       -2.845        6.988           0.           0.         .000
      3097.479       -4.252        7.535        -.338        -.062     ×ó          1.418        1.755         .551         .613       -2.835        6.984           0.           0.         .000
      3098.076       -4.482        7.536         .039        -.100     ×ó          1.658        1.619         .556         .656       -2.825        6.980           0.           0.         .000
      3098.673       -4.588        7.337         .417        -.517     ×ó          1.773        1.356         .361         .878       -2.815        6.975           0.           0.         .000
      3099.271       -4.922        7.131         .595       -1.095     ×ó          2.117        1.523         .160        1.254       -2.804        6.971           0.           0.         .000
